month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
2021-06-01,S08000030,18plus,2470,82
2021-06-01,S08000030,18-74,973,32
2021-06-01,S08000030,75plus,1497,50
2021-06-01,S08000031,18plus,8638,288
2021-06-01,S08000031,18-74,3810,127
2021-06-01,S08000031,75plus,4828,161
2021-06-01,S08000032,18plus,3634,121
2021-06-01,S08000032,18-74,1061,35
2021-06-01,S08000032,75plus,2573,86
2021-06-01,S92000003,18plus,37136,1238
2021-06-01,S92000003,18-74,13317,444
2021-06-01,S92000003,75plus,23819,794
2021-07-01,S08000015,18plus,3613,117
2021-07-01,S08000015,18-74,1131,36
2021-07-01,S08000015,75plus,2482,80
2021-07-01,S08000016,18plus,1200,39
2021-07-01,S08000016,18-74,234,8
2021-07-01,S08000016,75plus,966,31
2021-07-01,S08000017,18plus,1390,45
2021-07-01,S08000017,18-74,477,15
2021-07-01,S08000017,75plus,913,29
2021-07-01,S08000019,18plus,2390,77
2021-07-01,S08000019,18-74,661,21
2021-07-01,S08000019,75plus,1729,56
2021-07-01,S08000020,18plus,1909,62
2021-07-01,S08000020,18-74,544,18
2021-07-01,S08000020,75plus,1365,44
2021-07-01,S08000022,18plus,2970,96
2021-07-01,S08000022,18-74,689,22
2021-07-01,S08000022,75plus,2281,74
2021-07-01,S08000024,18plus,7289,235
2021-07-01,S08000024,18-74,2179,70
2021-07-01,S08000024,75plus,5110,165
2021-07-01,S08000025,18plus,88,3
2021-07-01,S08000025,18-74,22,1
2021-07-01,S08000025,75plus,66,2
2021-07-01,S08000026,18plus,55,2
2021-07-01,S08000026,18-74,17,1
2021-07-01,S08000026,75plus,38,1
2021-07-01,S08000028,18plus,443,14
2021-07-01,S08000028,18-74,105,3
2021-07-01,S08000028,75plus,338,11
2021-07-01,S08000029,18plus,4224,136
2021-07-01,S08000029,18-74,1577,51
2021-07-01,S08000029,75plus,2647,85
2021-07-01,S08000030,18plus,2815,91
2021-07-01,S08000030,18-74,1230,40
2021-07-01,S08000030,75plus,1585,51
2021-07-01,S08000031,18plus,9119,294
2021-07-01,S08000031,18-74,3910,126
2021-07-01,S08000031,75plus,5209,168
2021-07-01,S08000032,18plus,4859,157
2021-07-01,S08000032,18-74,1541,50
2021-07-01,S08000032,75plus,3318,107
2021-07-01,S92000003,18plus,42364,1367
2021-07-01,S92000003,18-74,14317,462
2021-07-01,S92000003,75plus,28047,905
2021-08-01,S08000015,18plus,4148,134
2021-08-01,S08000015,18-74,1372,44
2021-08-01,S08000015,75plus,2776,90
2021-08-01,S08000016,18plus,1121,36
2021-08-01,S08000016,18-74,290,9
2021-08-01,S08000016,75plus,831,27
2021-08-01,S08000017,18plus,1858,60
2021-08-01,S08000017,18-74,590,19
2021-08-01,S08000017,75plus,1268,41
2021-08-01,S08000019,18plus,3672,118
2021-08-01,S08000019,18-74,1129,36
2021-08-01,S08000019,75plus,2543,82
2021-08-01,S08000020,18plus,1907,62
2021-08-01,S08000020,18-74,529,17
2021-08-01,S08000020,75plus,1378,44
2021-08-01,S08000022,18plus,3080,99
2021-08-01,S08000022,18-74,553,18
2021-08-01,S08000022,75plus,2527,82
2021-08-01,S08000024,18plus,7495,242
2021-08-01,S08000024,18-74,2538,82
2021-08-01,S08000024,75plus,4957,160
2021-08-01,S08000025,18plus,88,3
2021-08-01,S08000025,18-74,0,0
2021-08-01,S08000025,75plus,88,3
2021-08-01,S08000026,18plus,107,3
2021-08-01,S08000026,18-74,32,1
2021-08-01,S08000026,75plus,75,2
2021-08-01,S08000028,18plus,444,14
2021-08-01,S08000028,18-74,105,3
2021-08-01,S08000028,75plus,339,11
2021-08-01,S08000029,18plus,4244,137
2021-08-01,S08000029,18-74,1460,47
2021-08-01,S08000029,75plus,2784,90
2021-08-01,S08000030,18plus,3494,113
2021-08-01,S08000030,18-74,1571,51
2021-08-01,S08000030,75plus,1923,62
2021-08-01,S08000031,18plus,9479,306
2021-08-01,S08000031,18-74,4361,141
2021-08-01,S08000031,75plus,5118,165
2021-08-01,S08000032,18plus,5034,162
2021-08-01,S08000032,18-74,1495,48
2021-08-01,S08000032,75plus,3539,114
2021-08-01,S92000003,18plus,46171,1489
2021-08-01,S92000003,18-74,16025,517
2021-08-01,S92000003,75plus,30146,972
2021-09-01,S08000015,18plus,4083,136
2021-09-01,S08000015,18-74,1338,45
2021-09-01,S08000015,75plus,2745,92
2021-09-01,S08000016,18plus,1435,48
2021-09-01,S08000016,18-74,310,10
2021-09-01,S08000016,75plus,1125,38
2021-09-01,S08000017,18plus,1928,64
2021-09-01,S08000017,18-74,637,21
2021-09-01,S08000017,75plus,1291,43
2021-09-01,S08000019,18plus,3748,125
2021-09-01,S08000019,18-74,1185,40
2021-09-01,S08000019,75plus,2563,85
2021-09-01,S08000020,18plus,2273,76
2021-09-01,S08000020,18-74,549,18
2021-09-01,S08000020,75plus,1724,57
2021-09-01,S08000022,18plus,3465,116
2021-09-01,S08000022,18-74,822,27
2021-09-01,S08000022,75plus,2643,88
2021-09-01,S08000024,18plus,8177,273
2021-09-01,S08000024,18-74,2671,89
2021-09-01,S08000024,75plus,5506,184
2021-09-01,S08000025,18plus,104,3
2021-09-01,S08000025,18-74,23,1
2021-09-01,S08000025,75plus,81,3
2021-09-01,S08000026,18plus,152,5
2021-09-01,S08000026,18-74,46,2
2021-09-01,S08000026,75plus,106,4
2021-09-01,S08000028,18plus,444,15
2021-09-01,S08000028,18-74,92,3
2021-09-01,S08000028,75plus,352,12
2021-09-01,S08000029,18plus,4031,134
2021-09-01,S08000029,18-74,1278,43
2021-09-01,S08000029,75plus,2753,92
2021-09-01,S08000030,18plus,4052,135
2021-09-01,S08000030,18-74,1646,55
2021-09-01,S08000030,75plus,2406,80
2021-09-01,S08000031,18plus,9648,322
2021-09-01,S08000031,18-74,4371,146
2021-09-01,S08000031,75plus,5277,176
2021-09-01,S08000032,18plus,4896,163
2021-09-01,S08000032,18-74,1611,54
2021-09-01,S08000032,75plus,3285,110
2021-09-01,S92000003,18plus,48436,1615
2021-09-01,S92000003,18-74,16579,553
2021-09-01,S92000003,75plus,31857,1062
2021-10-01,S08000015,18plus,4654,150
2021-10-01,S08000015,18-74,1528,49
2021-10-01,S08000015,75plus,3126,101
2021-10-01,S08000016,18plus,1707,55
2021-10-01,S08000016,18-74,221,7
2021-10-01,S08000016,75plus,1486,48
2021-10-01,S08000017,18plus,2183,70
2021-10-01,S08000017,18-74,683,22
2021-10-01,S08000017,75plus,1500,48
2021-10-01,S08000019,18plus,3910,126
2021-10-01,S08000019,18-74,1266,41
2021-10-01,S08000019,75plus,2644,85
2021-10-01,S08000020,18plus,2504,81
2021-10-01,S08000020,18-74,635,20
2021-10-01,S08000020,75plus,1869,60
2021-10-01,S08000022,18plus,3682,119
2021-10-01,S08000022,18-74,902,29
2021-10-01,S08000022,75plus,2780,90
2021-10-01,S08000024,18plus,8169,264
2021-10-01,S08000024,18-74,2663,86
2021-10-01,S08000024,75plus,5506,178
2021-10-01,S08000025,18plus,80,3
2021-10-01,S08000025,18-74,0,0
2021-10-01,S08000025,75plus,80,3
2021-10-01,S08000026,18plus,92,3
2021-10-01,S08000026,18-74,40,1
2021-10-01,S08000026,75plus,52,2
2021-10-01,S08000028,18plus,481,16
2021-10-01,S08000028,18-74,90,3
2021-10-01,S08000028,75plus,391,13
2021-10-01,S08000029,18plus,4043,130
2021-10-01,S08000029,18-74,1429,46
2021-10-01,S08000029,75plus,2614,84
2021-10-01,S08000030,18plus,4051,131
2021-10-01,S08000030,18-74,1738,56
2021-10-01,S08000030,75plus,2313,75
2021-10-01,S08000031,18plus,10017,323
2021-10-01,S08000031,18-74,4405,142
2021-10-01,S08000031,75plus,5612,181
2021-10-01,S08000032,18plus,4612,149
2021-10-01,S08000032,18-74,1677,54
2021-10-01,S08000032,75plus,2935,95
2021-10-01,S92000003,18plus,50185,1619
2021-10-01,S92000003,18-74,17277,557
2021-10-01,S92000003,75plus,32908,1062
2021-11-01,S08000015,18plus,4178,139
2021-11-01,S08000015,18-74,1269,42
2021-11-01,S08000015,75plus,2909,97
2021-11-01,S08000016,18plus,1517,51
2021-11-01,S08000016,18-74,278,9
2021-11-01,S08000016,75plus,1239,41
2021-11-01,S08000017,18plus,2263,75
2021-11-01,S08000017,18-74,698,23
2021-11-01,S08000017,75plus,1565,52
2021-11-01,S08000019,18plus,3380,113
2021-11-01,S08000019,18-74,873,29
2021-11-01,S08000019,75plus,2507,84
2021-11-01,S08000020,18plus,1978,66
2021-11-01,S08000020,18-74,592,20
2021-11-01,S08000020,75plus,1386,46
2021-11-01,S08000022,18plus,3533,118
2021-11-01,S08000022,18-74,1002,33
2021-11-01,S08000022,75plus,2531,84
2021-11-01,S08000024,18plus,8572,286
2021-11-01,S08000024,18-74,2780,93
2021-11-01,S08000024,75plus,5792,193
2021-11-01,S08000025,18plus,79,3
2021-11-01,S08000025,18-74,15,1
2021-11-01,S08000025,75plus,64,2
2021-11-01,S08000026,18plus,87,3
2021-11-01,S08000026,18-74,7,0
2021-11-01,S08000026,75plus,80,3
2021-11-01,S08000028,18plus,657,22
2021-11-01,S08000028,18-74,82,3
2021-11-01,S08000028,75plus,575,19
2021-11-01,S08000029,18plus,3833,128
2021-11-01,S08000029,18-74,1038,35
2021-11-01,S08000029,75plus,2795,93
2021-11-01,S08000030,18plus,3811,127
2021-11-01,S08000030,18-74,1615,54
2021-11-01,S08000030,75plus,2196,73
2021-11-01,S08000031,18plus,8680,289
2021-11-01,S08000031,18-74,3929,131
2021-11-01,S08000031,75plus,4751,158
2021-11-01,S08000032,18plus,4326,144
2021-11-01,S08000032,18-74,1645,55
2021-11-01,S08000032,75plus,2681,89
2021-11-01,S92000003,18plus,46894,1563
2021-11-01,S92000003,18-74,15823,527
2021-11-01,S92000003,75plus,31071,1036
2021-12-01,S08000015,18plus,4342,140
2021-12-01,S08000015,18-74,1209,39
2021-12-01,S08000015,75plus,3133,101
2021-12-01,S08000016,18plus,1600,52
2021-12-01,S08000016,18-74,361,12
2021-12-01,S08000016,75plus,1239,40
2021-12-01,S08000017,18plus,1986,64
2021-12-01,S08000017,18-74,732,24
2021-12-01,S08000017,75plus,1254,40
2021-12-01,S08000019,18plus,3095,100
2021-12-01,S08000019,18-74,844,27
2021-12-01,S08000019,75plus,2251,73
2021-12-01,S08000020,18plus,2177,70
2021-12-01,S08000020,18-74,522,17
2021-12-01,S08000020,75plus,1655,53
2021-12-01,S08000022,18plus,3491,113
2021-12-01,S08000022,18-74,1068,34
2021-12-01,S08000022,75plus,2423,78
2021-12-01,S08000024,18plus,9002,290
2021-12-01,S08000024,18-74,2934,95
2021-12-01,S08000024,75plus,6068,196
2021-12-01,S08000025,18plus,216,7
2021-12-01,S08000025,18-74,49,2
2021-12-01,S08000025,75plus,167,5
2021-12-01,S08000026,18plus,94,3
2021-12-01,S08000026,18-74,50,2
2021-12-01,S08000026,75plus,44,1
2021-12-01,S08000028,18plus,320,10
2021-12-01,S08000028,18-74,78,3
2021-12-01,S08000028,75plus,242,8
2021-12-01,S08000029,18plus,2848,92
2021-12-01,S08000029,18-74,681,22
2021-12-01,S08000029,75plus,2167,70
2021-12-01,S08000030,18plus,3587,116
2021-12-01,S08000030,18-74,1531,49
2021-12-01,S08000030,75plus,2056,66
2021-12-01,S08000031,18plus,9098,293
2021-12-01,S08000031,18-74,3897,126
2021-12-01,S08000031,75plus,5201,168
2021-12-01,S08000032,18plus,5321,172
2021-12-01,S08000032,18-74,1935,62
2021-12-01,S08000032,75plus,3386,109
2021-12-01,S92000003,18plus,47177,1522
2021-12-01,S92000003,18-74,15891,513
2021-12-01,S92000003,75plus,31286,1009
2022-01-01,S08000015,18plus,4184,135
2022-01-01,S08000015,18-74,1186,38
2022-01-01,S08000015,75plus,2998,97
2022-01-01,S08000016,18plus,1399,45
2022-01-01,S08000016,18-74,306,10
2022-01-01,S08000016,75plus,1093,35
2022-01-01,S08000017,18plus,2275,73
2022-01-01,S08000017,18-74,755,24
2022-01-01,S08000017,75plus,1520,49
2022-01-01,S08000019,18plus,3114,100
2022-01-01,S08000019,18-74,929,30
2022-01-01,S08000019,75plus,2185,70
2022-01-01,S08000020,18plus,2390,77
2022-01-01,S08000020,18-74,525,17
2022-01-01,S08000020,75plus,1865,60
2022-01-01,S08000022,18plus,3687,119
2022-01-01,S08000022,18-74,1028,33
2022-01-01,S08000022,75plus,2659,86
2022-01-01,S08000024,18plus,9854,318
2022-01-01,S08000024,18-74,3186,103
2022-01-01,S08000024,75plus,6668,215
2022-01-01,S08000025,18plus,132,4
2022-01-01,S08000025,18-74,10,0
2022-01-01,S08000025,75plus,122,4
2022-01-01,S08000026,18plus,62,2
2022-01-01,S08000026,18-74,4,0
2022-01-01,S08000026,75plus,58,2
2022-01-01,S08000028,18plus,297,10
2022-01-01,S08000028,18-74,91,3
2022-01-01,S08000028,75plus,206,7
2022-01-01,S08000029,18plus,3175,102
2022-01-01,S08000029,18-74,732,24
2022-01-01,S08000029,75plus,2443,79
2022-01-01,S08000030,18plus,4562,147
2022-01-01,S08000030,18-74,1662,54
2022-01-01,S08000030,75plus,2900,94
2022-01-01,S08000031,18plus,10427,336
2022-01-01,S08000031,18-74,4576,148
2022-01-01,S08000031,75plus,5851,189
2022-01-01,S08000032,18plus,7120,230
2022-01-01,S08000032,18-74,2265,73
2022-01-01,S08000032,75plus,4855,157
2022-01-01,S92000003,18plus,52678,1699
2022-01-01,S92000003,18-74,17255,557
2022-01-01,S92000003,75plus,35423,1143
2022-02-01,S08000015,18plus,4040,144
2022-02-01,S08000015,18-74,1093,39
2022-02-01,S08000015,75plus,2947,105
2022-02-01,S08000016,18plus,1467,52
2022-02-01,S08000016,18-74,207,7
2022-02-01,S08000016,75plus,1260,45
2022-02-01,S08000017,18plus,1954,70
2022-02-01,S08000017,18-74,727,26
2022-02-01,S08000017,75plus,1227,44
2022-02-01,S08000019,18plus,2905,104
2022-02-01,S08000019,18-74,695,25
2022-02-01,S08000019,75plus,2210,79
2022-02-01,S08000020,18plus,2432,87
2022-02-01,S08000020,18-74,703,25
2022-02-01,S08000020,75plus,1729,62
2022-02-01,S08000022,18plus,3277,117
2022-02-01,S08000022,18-74,897,32
2022-02-01,S08000022,75plus,2380,85
2022-02-01,S08000024,18plus,8833,315
2022-02-01,S08000024,18-74,2634,94
2022-02-01,S08000024,75plus,6199,221
2022-02-01,S08000025,18plus,148,5
2022-02-01,S08000025,18-74,19,1
2022-02-01,S08000025,75plus,129,5
2022-02-01,S08000026,18plus,91,3
2022-02-01,S08000026,18-74,7,0
2022-02-01,S08000026,75plus,84,3
2022-02-01,S08000028,18plus,399,14
2022-02-01,S08000028,18-74,106,4
2022-02-01,S08000028,75plus,293,10
2022-02-01,S08000029,18plus,2977,106
2022-02-01,S08000029,18-74,910,33
2022-02-01,S08000029,75plus,2067,74
2022-02-01,S08000030,18plus,3831,137
2022-02-01,S08000030,18-74,1283,46
2022-02-01,S08000030,75plus,2548,91
2022-02-01,S08000031,18plus,9988,357
2022-02-01,S08000031,18-74,4200,150
2022-02-01,S08000031,75plus,5788,207
2022-02-01,S08000032,18plus,5371,192
2022-02-01,S08000032,18-74,1464,52
2022-02-01,S08000032,75plus,3907,140
2022-02-01,S92000003,18plus,47713,1704
2022-02-01,S92000003,18-74,14945,534
2022-02-01,S92000003,75plus,32768,1170
2022-03-01,S08000015,18plus,4832,156
2022-03-01,S08000015,18-74,1203,39
2022-03-01,S08000015,75plus,3629,117
2022-03-01,S08000016,18plus,1515,49
2022-03-01,S08000016,18-74,351,11
2022-03-01,S08000016,75plus,1164,38
2022-03-01,S08000017,18plus,2501,81
2022-03-01,S08000017,18-74,857,28
2022-03-01,S08000017,75plus,1644,53
2022-03-01,S08000019,18plus,3296,106
2022-03-01,S08000019,18-74,737,24
2022-03-01,S08000019,75plus,2559,83
2022-03-01,S08000020,18plus,3143,101
2022-03-01,S08000020,18-74,811,26
2022-03-01,S08000020,75plus,2332,75
2022-03-01,S08000022,18plus,3882,125
2022-03-01,S08000022,18-74,1089,35
2022-03-01,S08000022,75plus,2793,90
2022-03-01,S08000024,18plus,8445,272
2022-03-01,S08000024,18-74,2548,82
2022-03-01,S08000024,75plus,5897,190
2022-03-01,S08000025,18plus,290,9
2022-03-01,S08000025,18-74,69,2
2022-03-01,S08000025,75plus,221,7
2022-03-01,S08000026,18plus,155,5
2022-03-01,S08000026,18-74,7,0
2022-03-01,S08000026,75plus,148,5
2022-03-01,S08000028,18plus,410,13
2022-03-01,S08000028,18-74,93,3
2022-03-01,S08000028,75plus,317,10
2022-03-01,S08000029,18plus,3315,107
2022-03-01,S08000029,18-74,1243,40
2022-03-01,S08000029,75plus,2072,67
2022-03-01,S08000030,18plus,4030,130
2022-03-01,S08000030,18-74,1403,45
2022-03-01,S08000030,75plus,2627,85
2022-03-01,S08000031,18plus,11300,365
2022-03-01,S08000031,18-74,4697,152
2022-03-01,S08000031,75plus,6603,213
2022-03-01,S08000032,18plus,6486,209
2022-03-01,S08000032,18-74,1692,55
2022-03-01,S08000032,75plus,4794,155
2022-03-01,S92000003,18plus,53600,1729
2022-03-01,S92000003,18-74,16800,542
2022-03-01,S92000003,75plus,36800,1187
2022-04-01,S08000015,18plus,5538,185
2022-04-01,S08000015,18-74,1350,45
2022-04-01,S08000015,75plus,4188,140
2022-04-01,S08000016,18plus,1819,61
2022-04-01,S08000016,18-74,243,8
2022-04-01,S08000016,75plus,1576,53
2022-04-01,S08000017,18plus,2735,91
2022-04-01,S08000017,18-74,884,29
2022-04-01,S08000017,75plus,1851,62
2022-04-01,S08000019,18plus,3281,109
2022-04-01,S08000019,18-74,774,26
2022-04-01,S08000019,75plus,2507,84
2022-04-01,S08000020,18plus,3037,101
2022-04-01,S08000020,18-74,962,32
2022-04-01,S08000020,75plus,2075,69
2022-04-01,S08000022,18plus,3430,114
2022-04-01,S08000022,18-74,914,30
2022-04-01,S08000022,75plus,2516,84
2022-04-01,S08000024,18plus,8402,280
2022-04-01,S08000024,18-74,2501,83
2022-04-01,S08000024,75plus,5901,197
2022-04-01,S08000025,18plus,320,11
2022-04-01,S08000025,18-74,80,3
2022-04-01,S08000025,75plus,240,8
2022-04-01,S08000026,18plus,62,2
2022-04-01,S08000026,18-74,0,0
2022-04-01,S08000026,75plus,62,2
2022-04-01,S08000028,18plus,356,12
2022-04-01,S08000028,18-74,91,3
2022-04-01,S08000028,75plus,265,9
2022-04-01,S08000029,18plus,3431,114
2022-04-01,S08000029,18-74,1108,37
2022-04-01,S08000029,75plus,2323,77
2022-04-01,S08000030,18plus,4118,137
2022-04-01,S08000030,18-74,1362,45
2022-04-01,S08000030,75plus,2756,92
2022-04-01,S08000031,18plus,10804,360
2022-04-01,S08000031,18-74,4398,147
2022-04-01,S08000031,75plus,6406,214
2022-04-01,S08000032,18plus,6271,209
2022-04-01,S08000032,18-74,1524,51
2022-04-01,S08000032,75plus,4747,158
2022-04-01,S92000003,18plus,53604,1787
2022-04-01,S92000003,18-74,16191,540
2022-04-01,S92000003,75plus,37413,1247
2022-05-01,S08000015,18plus,4766,154
2022-05-01,S08000015,18-74,1210,39
2022-05-01,S08000015,75plus,3556,115
2022-05-01,S08000016,18plus,1811,58
2022-05-01,S08000016,18-74,322,10
2022-05-01,S08000016,75plus,1489,48
2022-05-01,S08000017,18plus,2443,79
2022-05-01,S08000017,18-74,1002,32
2022-05-01,S08000017,75plus,1441,46
2022-05-01,S08000019,18plus,3490,113
2022-05-01,S08000019,18-74,1026,33
2022-05-01,S08000019,75plus,2464,79
2022-05-01,S08000020,18plus,3229,104
2022-05-01,S08000020,18-74,1002,32
2022-05-01,S08000020,75plus,2227,72
2022-05-01,S08000022,18plus,3400,110
2022-05-01,S08000022,18-74,950,31
2022-05-01,S08000022,75plus,2450,79
2022-05-01,S08000024,18plus,8985,290
2022-05-01,S08000024,18-74,2618,84
2022-05-01,S08000024,75plus,6367,205
2022-05-01,S08000025,18plus,197,6
2022-05-01,S08000025,18-74,10,0
2022-05-01,S08000025,75plus,187,6
2022-05-01,S08000026,18plus,76,2
2022-05-01,S08000026,18-74,25,1
2022-05-01,S08000026,75plus,51,2
2022-05-01,S08000028,18plus,580,19
2022-05-01,S08000028,18-74,97,3
2022-05-01,S08000028,75plus,483,16
2022-05-01,S08000029,18plus,3551,115
2022-05-01,S08000029,18-74,1131,36
2022-05-01,S08000029,75plus,2420,78
2022-05-01,S08000030,18plus,3884,125
2022-05-01,S08000030,18-74,1652,53
2022-05-01,S08000030,75plus,2232,72
2022-05-01,S08000031,18plus,10956,353
2022-05-01,S08000031,18-74,4480,145
2022-05-01,S08000031,75plus,6476,209
2022-05-01,S08000032,18plus,5546,179
2022-05-01,S08000032,18-74,1509,49
2022-05-01,S08000032,75plus,4037,130
2022-05-01,S92000003,18plus,52914,1707
2022-05-01,S92000003,18-74,17034,549
2022-05-01,S92000003,75plus,35880,1157
2022-06-01,S08000015,18plus,4572,152
2022-06-01,S08000015,18-74,1236,41
2022-06-01,S08000015,75plus,3336,111
2022-06-01,S08000016,18plus,1625,54
2022-06-01,S08000016,18-74,396,13
2022-06-01,S08000016,75plus,1229,41
2022-06-01,S08000017,18plus,2500,83
2022-06-01,S08000017,18-74,1082,36
2022-06-01,S08000017,75plus,1418,47
2022-06-01,S08000019,18plus,3580,119
2022-06-01,S08000019,18-74,1053,35
2022-06-01,S08000019,75plus,2527,84
2022-06-01,S08000020,18plus,3049,102
2022-06-01,S08000020,18-74,925,31
2022-06-01,S08000020,75plus,2124,71
2022-06-01,S08000022,18plus,3331,111
2022-06-01,S08000022,18-74,1024,34
2022-06-01,S08000022,75plus,2307,77
2022-06-01,S08000024,18plus,8614,287
2022-06-01,S08000024,18-74,2884,96
2022-06-01,S08000024,75plus,5730,191
2022-06-01,S08000025,18plus,153,5
2022-06-01,S08000025,18-74,0,0
2022-06-01,S08000025,75plus,153,5
2022-06-01,S08000026,18plus,89,3
2022-06-01,S08000026,18-74,13,0
2022-06-01,S08000026,75plus,76,3
2022-06-01,S08000028,18plus,521,17
2022-06-01,S08000028,18-74,104,3
2022-06-01,S08000028,75plus,417,14
2022-06-01,S08000029,18plus,3310,110
2022-06-01,S08000029,18-74,945,32
2022-06-01,S08000029,75plus,2365,79
2022-06-01,S08000030,18plus,3854,128
2022-06-01,S08000030,18-74,1930,64
2022-06-01,S08000030,75plus,1924,64
2022-06-01,S08000031,18plus,10516,351
2022-06-01,S08000031,18-74,4465,149
2022-06-01,S08000031,75plus,6051,202
2022-06-01,S08000032,18plus,4626,154
2022-06-01,S08000032,18-74,1370,46
2022-06-01,S08000032,75plus,3256,109
2022-06-01,S92000003,18plus,50340,1678
2022-06-01,S92000003,18-74,17427,581
2022-06-01,S92000003,75plus,32913,1097
2022-07-01,S08000015,18plus,5202,168
2022-07-01,S08000015,18-74,1459,47
2022-07-01,S08000015,75plus,3743,121
2022-07-01,S08000016,18plus,1553,50
2022-07-01,S08000016,18-74,393,13
2022-07-01,S08000016,75plus,1160,37
2022-07-01,S08000017,18plus,2657,86
2022-07-01,S08000017,18-74,1057,34
2022-07-01,S08000017,75plus,1600,52
2022-07-01,S08000019,18plus,3896,126
2022-07-01,S08000019,18-74,1112,36
2022-07-01,S08000019,75plus,2784,90
2022-07-01,S08000020,18plus,3902,126
2022-07-01,S08000020,18-74,1225,40
2022-07-01,S08000020,75plus,2677,86
2022-07-01,S08000022,18plus,3670,118
2022-07-01,S08000022,18-74,1195,39
2022-07-01,S08000022,75plus,2475,80
2022-07-01,S08000024,18plus,9166,296
2022-07-01,S08000024,18-74,3078,99
2022-07-01,S08000024,75plus,6088,196
2022-07-01,S08000025,18plus,275,9
2022-07-01,S08000025,18-74,50,2
2022-07-01,S08000025,75plus,225,7
2022-07-01,S08000026,18plus,220,7
2022-07-01,S08000026,18-74,48,2
2022-07-01,S08000026,75plus,172,6
2022-07-01,S08000028,18plus,435,14
2022-07-01,S08000028,18-74,121,4
2022-07-01,S08000028,75plus,314,10
2022-07-01,S08000029,18plus,3495,113
2022-07-01,S08000029,18-74,939,30
2022-07-01,S08000029,75plus,2556,82
2022-07-01,S08000030,18plus,4472,144
2022-07-01,S08000030,18-74,2063,67
2022-07-01,S08000030,75plus,2409,78
2022-07-01,S08000031,18plus,11404,368
2022-07-01,S08000031,18-74,4300,139
2022-07-01,S08000031,75plus,7104,229
2022-07-01,S08000032,18plus,5645,182
2022-07-01,S08000032,18-74,1728,56
2022-07-01,S08000032,75plus,3917,126
2022-07-01,S92000003,18plus,55992,1806
2022-07-01,S92000003,18-74,18768,605
2022-07-01,S92000003,75plus,37224,1201
2022-08-01,S08000015,18plus,5326,172
2022-08-01,S08000015,18-74,1523,49
2022-08-01,S08000015,75plus,3803,123
2022-08-01,S08000016,18plus,1996,64
2022-08-01,S08000016,18-74,413,13
2022-08-01,S08000016,75plus,1583,51
2022-08-01,S08000017,18plus,2861,92
2022-08-01,S08000017,18-74,898,29
2022-08-01,S08000017,75plus,1963,63
2022-08-01,S08000019,18plus,3470,112
2022-08-01,S08000019,18-74,919,30
2022-08-01,S08000019,75plus,2551,82
2022-08-01,S08000020,18plus,3781,122
2022-08-01,S08000020,18-74,1184,38
2022-08-01,S08000020,75plus,2597,84
2022-08-01,S08000022,18plus,4070,131
2022-08-01,S08000022,18-74,1192,38
2022-08-01,S08000022,75plus,2878,93
2022-08-01,S08000024,18plus,8786,283
2022-08-01,S08000024,18-74,2907,94
2022-08-01,S08000024,75plus,5879,190
2022-08-01,S08000025,18plus,235,8
2022-08-01,S08000025,18-74,35,1
2022-08-01,S08000025,75plus,200,6
2022-08-01,S08000026,18plus,278,9
2022-08-01,S08000026,18-74,71,2
2022-08-01,S08000026,75plus,207,7
2022-08-01,S08000028,18plus,309,10
2022-08-01,S08000028,18-74,74,2
2022-08-01,S08000028,75plus,235,8
2022-08-01,S08000029,18plus,3633,117
2022-08-01,S08000029,18-74,1216,39
2022-08-01,S08000029,75plus,2417,78
2022-08-01,S08000030,18plus,4366,141
2022-08-01,S08000030,18-74,1862,60
2022-08-01,S08000030,75plus,2504,81
2022-08-01,S08000031,18plus,10778,348
2022-08-01,S08000031,18-74,4031,130
2022-08-01,S08000031,75plus,6747,218
2022-08-01,S08000032,18plus,5864,189
2022-08-01,S08000032,18-74,2189,71
2022-08-01,S08000032,75plus,3675,119
2022-08-01,S92000003,18plus,55753,1798
2022-08-01,S92000003,18-74,18514,597
2022-08-01,S92000003,75plus,37239,1201
2022-09-01,S08000015,18plus,5813,194
2022-09-01,S08000015,18-74,1812,60
2022-09-01,S08000015,75plus,4001,133
2022-09-01,S08000016,18plus,2099,70
2022-09-01,S08000016,18-74,351,12
2022-09-01,S08000016,75plus,1748,58
2022-09-01,S08000017,18plus,2800,93
2022-09-01,S08000017,18-74,907,30
2022-09-01,S08000017,75plus,1893,63
2022-09-01,S08000019,18plus,3319,111
2022-09-01,S08000019,18-74,941,31
2022-09-01,S08000019,75plus,2378,79
2022-09-01,S08000020,18plus,3323,111
2022-09-01,S08000020,18-74,974,32
2022-09-01,S08000020,75plus,2349,78
2022-09-01,S08000022,18plus,4087,136
2022-09-01,S08000022,18-74,1174,39
2022-09-01,S08000022,75plus,2913,97
2022-09-01,S08000024,18plus,8044,268
2022-09-01,S08000024,18-74,2595,87
2022-09-01,S08000024,75plus,5449,182
2022-09-01,S08000025,18plus,183,6
2022-09-01,S08000025,18-74,36,1
2022-09-01,S08000025,75plus,147,5
2022-09-01,S08000026,18plus,230,8
2022-09-01,S08000026,18-74,55,2
2022-09-01,S08000026,75plus,175,6
2022-09-01,S08000028,18plus,592,20
2022-09-01,S08000028,18-74,93,3
2022-09-01,S08000028,75plus,499,17
